Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
Port#:4,4884,16629506,73070642,4889,1036,0,0,0,0,4,-8625,-8047,2,5,0,0,0,0,4,-766,2712,-103,506,745,True,0,6,14175,17885,-1,Diversion,Attack
Port#:2,3758,18455373,12117198,2135,1662,0,0,0,0,4,-1857,12637,131,5,0,0,0,0,2,-686,6135,-1199,7820,-114,True,0,5,11108,12505,-1,Diversion,Attack
Port#:4,915,99045489,26223082,4050,740,0,0,0,0,2,-926,9732,2,5,0,0,0,0,5,-394,-6224,69,-770,1218,True,0,209,4041,11742,-1,Diversion,Attack
Port#:2,3105,116719163,63025040,303454,1010,0,0,0,0,61,-4064,-3918,4,5,0,0,0,0,2,-1669,2438,-2053,-2321,654,True,0,5,657000,678722,-1,Normal,Normal
Port#:2,3626,16129719,41322596,5732,1057,0,0,0,0,3,-13007,-5840,4,5,0,0,0,0,5,817,20279,60,-14376,846,True,0,4,17538,16230,-1,Diversion,Attack
Port#:2,3437,106132017,24223486,5649,1394,0,0,0,0,0,-21714,9451,4,5,0,0,0,0,3,-303,4258,-248,-3023,404,True,0,5,1677,13250,-1,Diversion,Attack
Port#:2,184660,71494053,98685571,418894,806,0,0,0,0,0,5788,11858,75,5,0,0,0,0,2,-854,3739,-1381,2470,1103,True,0,5,643354,656845,-1,Normal,Normal
Port#:2,1953,130974099,39958859,246968,1064,0,0,0,0,-1,3843669,-8674,4,5,0,0,0,0,1,24,8057,-1047,17647,397,True,0,6,511713,660278,-1,Normal,Normal
Port#:4,330580,20637951,50790904,1253,1133,0,0,0,0,68,5745,8602,4,5,0,0,0,0,2,10,11023,-617,2873,-33,True,0,6,18656,668029,-1,Diversion,Attack
Port#:1,5000,48417915,21762430,6521,2131,0,0,0,0,0,-3014,-1598,66,5,0,0,0,0,2,198,15387,-350,5780,1360,True,0,6,19152,17792,-1,Diversion,Attack
Port#:4,1872,73512447,79693536,3493,242,0,0,0,0,4,6576,1872,2,5,0,0,0,0,5,-279,10731,-81,9154,619,True,0,5,11577,17711,-1,Diversion,Attack
Port#:3,291775,152415134,65062230,305830,1054,0,0,0,0,3,469,3274115,2,5,0,0,0,0,3,566841,18532,561617,9536,-923,True,0,7,970614,1010270,-1,Normal,Normal
Port#:3,5008,3942997,23283391,3729,2111,0,0,0,0,-1,-1275,-7977,2,5,0,0,0,0,5,-635,1216,-1928,1332,772,True,0,202,11649,19910,-1,Diversion,Attack
Port#:4,3373,40213985,63478154,4316,415,0,0,0,0,0,1007,2258,2,5,0,0,0,0,5,446,4321,-1108,-5343,-13,True,0,198,7217,22313,-1,Diversion,Attack
Port#:4,361277,19378353,27483820,296191,840,0,0,0,0,4,-4745,-5040,2,5,0,0,0,0,4,-204,7300,-919,8413,782,True,0,5,978761,996477,-1,Normal,Normal
Port#:1,1386,99633599,11709036,121571,1568,0,0,0,0,-1,6324,-17334,4,5,0,0,0,0,2,1263,14547,295,17096,813,True,0,8,5729,545078,-1,Diversion,Attack
Port#:4,3774,22964227,86683742,4213,1720,0,0,0,0,3,-3591,261,2,5,0,0,0,0,4,-647,4939,-406,16602,615,True,0,7,24477,8224,-1,Diversion,Attack
Port#:1,5286,82498747,78472914,4816,1624,0,0,0,0,1,1711,-2710,4,5,0,0,0,0,1,183,-19291,-760,-22663,-69,True,0,5,519781,676788,-1,Normal,Normal
Port#:2,4401,-583143,17497569,2607,2047,0,0,0,0,3,5197297,-2630,1,5,0,0,0,0,5,404,2914,-1303,-5823,1519,True,0,6,5213,21823,-1,Diversion,Attack
Port#:2,5065,46483634,29370525,235640,1598,0,0,0,0,1,4885283,14230,2,5,0,0,0,0,1,-671,8,-1635,-5364,675,True,0,6,638018,510925,-1,Normal,Normal
Port#:1,7162,115095361,61838943,419022,2649,0,0,0,0,0,5074205,5733,3,5,0,0,0,0,1,-124,9878,-61,402,1103,True,0,7,992583,513023,-1,Normal,Normal
Port#:2,3809,20162680,53056320,2913,1194,0,0,0,0,0,-11131,3274,2,5,0,0,0,0,5,-467,15459,-680,3288,443,True,0,5,9372,14839,-1,Diversion,Attack
Port#:4,1503,19651074,27876357,2212,1473,0,0,0,0,3,-7223,879,4,5,0,0,0,0,5,-653,31687,-424,-2570,886,True,0,5,7722,13869,-1,Diversion,Attack
Port#:1,189222,41491413,47283155,246698,1079,0,0,0,0,64,5364323,17149,4,4,0,0,0,0,1,-46,7208,-619,3901,53,True,0,8,657523,664584,-1,Normal,Normal
Port#:1,3244,52098680,50897567,2766,1979,0,0,0,0,-1,-300,-1527,2,5,0,0,0,0,2,-1045,792,-696,23117,1204,True,0,7,15712,18761,-1,Diversion,Attack
Port#:3,178077,72456581,30443420,250269,2053,0,0,0,0,0,6362,-7930,2,5,0,0,0,0,3,-276,7023,148,13430,607525,True,0,6,966703,1005130,-1,Normal,Normal
Port#:2,4402,15519676,58606166,3611,3248,0,0,0,0,3,-13420,-940,2,5,0,0,0,0,3,-953,-168,-1149,4074,1548,True,0,7,15960,26790,-1,Diversion,Attack
Port#:4,2228,68656853,72223420,5309,254,0,0,0,0,1,-4594,-6279,2,5,0,0,0,0,2,-712,17810,-339,-4643,785,True,0,5,3016,17419,-1,Diversion,Attack
Port#:1,2626,75412691,41827413,5785,2991,0,0,0,0,0,-11177,7173,4,4,0,0,0,0,2,-902,-16419,-574,-9721,-797,True,0,5,16624,16210,-1,Diversion,Attack
Port#:3,279130,145246357,28178484,295311,1551,0,0,0,0,2,2492,1214,2,5,0,0,0,0,4,210408,6424058,488874,6263248,591877,True,0,7,982250,1008584,-1,Normal,Normal
Port#:1,3265,106043050,114911734,5982,953,0,0,0,0,0,-3804,-599,4,4,0,0,0,0,2,161,13714,78,6386,743,True,0,6,16376,20014,-1,Diversion,Attack
Port#:1,3976,91757688,32329945,249413,2590,0,0,0,0,0,-4140,10834,67,5,0,0,0,0,2,-1380,5992,-966,8883,1036,True,0,5,16710,666538,-1,Normal,Normal
Port#:3,2328,97763319,83182173,305856,1419,0,0,0,0,4,142,-2204,4,5,0,0,0,0,4,399,4450041,-1143,-10068,1130,True,0,6,998975,984402,-1,Normal,Normal
Port#:2,6962,108364499,57003254,3905,2025,0,0,0,0,3,-5684,-3936,133,5,0,0,0,0,3,-748,2100,-434,1635,1361,True,0,6,13950,25275,-1,Diversion,Attack
Port#:2,307142,124342452,22707176,290388,981,0,0,0,0,71,8302,9846,4,5,0,0,0,0,2,-5,8174,-701,3552,-249,True,0,7,963650,989305,-1,Normal,Normal
Port#:3,3007,46414352,6101502,299037,1699,0,0,0,0,3,-10880,-1225,4,5,0,0,0,0,4,-618,-3025,-256,6390518,611,True,0,8,12657,30770,-1,Diversion,Attack
Port#:1,2397,157654668,116825426,296327,2289,0,0,0,0,62,4027,-2200,4,5,0,0,0,0,3,-1581,-2833,-447,770,46,True,0,5,658650,525136,-1,Normal,Normal
Port#:2,5733,105767505,76697610,6777,2080,0,0,0,0,0,-5262,-1220,3,5,0,0,0,0,3,-708,10129,-593,-17867,1631,True,0,7,13185,26729,-1,Diversion,Attack
Port#:2,706,45546842,53258935,2425,1421,0,0,0,0,-1,5763,-4645,4,5,0,0,0,0,3,222,8872,56,-4529,489,True,0,4,3448,13254,-1,Diversion,Attack
Port#:2,175144,72998726,77480087,414853,1147,0,0,0,0,0,-3292,-7591,4,5,0,0,0,0,3,-1269,23498,-436,6919,235,True,0,4,973383,649701,-1,Normal,Normal
Port#:4,5451,48193437,15627115,3262,1955,0,0,0,0,70,73,976,4,5,0,0,0,0,5,-889,-1102,-29,-3248,347,True,0,5,21149,24679,-1,Diversion,Attack
Port#:3,5645,32233875,195528855,7334,1093,0,0,0,0,116,-19231,5352361,4,5,0,0,0,0,3,-246,963,-971,-3,1078,True,0,7,669845,676882,-1,Normal,Normal
Port#:3,342286,26493817,83502407,297825,1545,0,0,0,0,4,4455,3372208,2,5,0,0,0,0,3,-273,6269,-11,6328701,47,True,0,8,990146,1028107,-1,Normal,Normal
Port#:2,3134,50487455,8610858,3744,1682,0,0,0,0,143,-1784,5618416,3,4,0,0,0,0,4,-144,12532,-1227,3698,1008,True,0,5,10871,17992,-1,Diversion,Attack
Port#:3,120788,25230830,44409050,6243,1208,0,0,0,0,3,3187,-23912,1,5,0,0,0,0,4,-374,14450,-983,9404,280,True,0,8,22636,16142,-1,Diversion,Attack
Port#:3,5925,54498824,92200915,2156,3104,0,0,0,0,2,-12039,-9276,2,5,0,0,0,0,4,-417,59,-1060,-543,843,True,0,4,6430,22344,-1,Diversion,Attack
Port#:3,4511,98238088,76041244,5992,2778,0,0,0,0,3,5373317,8163,5,5,0,0,0,0,3,-417,2197,-1080,4503,-165,True,0,10,10550,23469,-1,Diversion,Attack
Port#:2,2826,3410411,29736363,4229,1763,0,0,0,0,3,-7577,-1154,2,5,0,0,0,0,5,-249,10314,84,-4565,740,True,0,200,12247,19585,-1,Diversion,Attack
Port#:3,2510,4554062,19015370,5490,1596,0,0,0,0,2,81,-6613,1,5,0,0,0,0,4,-905,5809,-829,19299,-170,True,0,6,19890,18279,-1,Diversion,Attack
Port#:3,185697,193807463,158335528,311277,2715,0,0,0,0,56,7581,2762728,2,5,0,0,0,0,1,-968,6165072,-1585,6392111,-703,True,0,5,650954,1001102,-1,Normal,Normal
Port#:3,124215,44504740,165630342,153183,2548,0,0,0,0,3,-7379,6710,4,5,0,0,0,0,2,611,5160,-238,16094,2395,True,0,5,11531,15986,-1,Normal,Normal
Port#:4,174892,16458518,21936164,4363,2141,0,0,0,0,2,-1923,9782,4,5,0,0,0,0,3,-1244,-363,-1202,11381,-457,True,0,8,991136,14516,-1,Diversion,Attack
Port#:2,7249,56694372,63705111,7317,1545,0,0,0,0,41,-9582,-5788,4,5,0,0,0,0,2,-265,14806,-519,-12507,-99,True,0,6,17841,26052,-1,Diversion,Attack
Port#:3,1990,51331736,72526783,5114,83,0,0,0,0,0,-17582,141,3,5,0,0,0,0,4,-163,23197,-228,14737,2135,True,0,6,13004,15604,-1,Diversion,Attack
Port#:2,2100,2727203,26976761,1920,2100,0,0,0,0,4,-5843,6788,2,5,0,0,0,0,5,-332,15587,-449,-1560,278,True,0,5,1057,14925,-1,Diversion,Attack
Port#:1,4696,196301668,37810464,162050,3038,0,0,0,0,78,-1334,966,4,5,0,0,0,0,2,-579,14112,-249,15648,891,True,0,6,650574,529428,-1,Normal,Normal
Port#:1,4774,83144231,55223251,8426,2716,0,0,0,0,0,-194,-4706,4,5,0,0,0,0,2,-245,2071,22,-11594,1287,True,0,5,19529,23956,-1,Diversion,Attack
Port#:2,4348,218712451,96043849,3601,2051,0,0,0,0,3,-4650,-4843,4,5,0,0,0,0,5,678,1613,-1411,-4547,433,True,0,5,14278,25068,-1,Diversion,Attack
Port#:2,1970,155641530,21354001,153410,1216,0,0,0,0,71,-13222,5658,2,5,0,0,0,0,2,-701,7998,-917,11162,614,True,0,6,940833,647702,-1,Normal,Normal
Port#:2,3104,84607867,15722111,1887,1086,0,0,0,0,1,193,3189,68,5,0,0,0,0,2,-724,7218,-545,13656,916,True,0,4,6797,15236,-1,Diversion,Attack
Port#:4,388416,13625278,15895668,156509,2172,0,0,0,0,5,-615,861,2,5,0,0,0,0,4,-290,17131,-1928,-7845,933,True,0,7,1003366,998814,-1,Normal,Normal
Port#:2,4752,7933498,57492285,249614,2665,0,0,0,0,0,-16932,-7753,1,5,0,0,0,0,2,-345,3551,-1340,-18462,908,True,0,4,645060,667718,-1,Normal,Normal
Port#:4,5586,22991332,86031708,6513,2191,0,0,0,0,3,-2712,-7167,2,5,0,0,0,0,5,-913,11289,265,6794,1132,True,0,7,10572,30902,-1,Diversion,Attack
Port#:2,4694,19177477,110838842,4033,1656,0,0,0,0,1,3022,5066,63,5,0,0,0,0,2,-687,4322,-432,2407,-71,True,0,6,18987,22325,-1,Diversion,Attack
Port#:2,-31,100010638,61316971,2877,1471,0,0,0,0,0,-16040,4407,83,5,0,0,0,0,3,-1363,3660,-1488,3409,400,True,0,6,652894,19313,-1,Normal,Normal
Port#:2,2664,81881126,6397233,2466,2567,0,0,0,0,-1,-2663,-5688,4,5,0,0,0,0,2,-330,7003,520,11922,1350,True,0,5,12244,25201,-1,Diversion,Attack
Port#:3,176318,106120483,61546630,308600,1023,0,0,0,0,3,-604,-2369,1,5,0,0,0,0,3,556692,6653056,576851,6399987,1158,True,0,7,987830,975333,-1,Normal,Normal
Port#:2,1373,38275403,75734481,247302,2539,0,0,0,0,-1,1503,-1895,2,5,0,0,0,0,3,-426,4480,-287,-12464,787,True,0,6,4416,11509,-1,Diversion,Normal
Port#:4,1518,4669592,66068013,7465,2065,0,0,0,0,3,-98,-9416,2,5,0,0,0,0,5,-109,9445,-979,2762,1441,True,0,10,10357,16046,-1,Diversion,Attack
Port#:1,298539,47931238,19638181,297049,1559,0,0,0,0,49,-3797,5640492,4,5,0,0,0,0,1,-244,5723,-494,-630,73,True,0,7,659861,513995,-1,Normal,Normal
Port#:2,3074,76886260,23502933,318165,2090,0,0,0,0,5,-2812,-5227,1,5,0,0,0,0,4,97,20746,-519,4407,-224,True,0,5,19683,20217,-1,Diversion,Attack
Port#:1,2105,50255522,87654770,4554,2644,0,0,0,0,1,-5933,-1719,4,5,0,0,0,0,2,-273,11785,-856,5801,-117,True,0,6,10333,27137,-1,Diversion,Attack
Port#:3,176573,65830627,24554947,315013,1025,0,0,0,0,77,2436,3012719,64,5,0,0,0,0,4,631,6514272,-1252,6420525,265,True,0,7,984121,1009211,-1,Normal,Normal
Port#:1,186179,208018041,91233484,243907,2609,0,0,0,0,-1,5604906,5440013,4,4,0,0,0,0,2,-342,-5317,-658,-7184,-1038,True,0,8,508509,671858,-1,Normal,Normal
Port#:4,1777,138090570,20205625,7734,2678,0,0,0,0,41,-11882,293,4,5,0,0,0,0,3,-478,12125,-728,-762,-261,True,0,7,16829,21922,-1,Diversion,Attack
Port#:2,3013,23446926,49722151,4422,1913,0,0,0,0,3,-7912,2960,2,5,0,0,0,0,4,-808,-13257,-1597,-7158,766,True,0,209,7357,19119,-1,Diversion,Attack
Port#:4,325814,23821168,899679,302508,2013,0,0,0,0,4,8832,3127,2,5,0,0,0,0,4,-474,20715,-1237,3282,1120,True,0,5,1004971,996393,-1,Normal,Normal
Port#:3,335810,23549951,173460162,307785,1040,0,0,0,0,3,-2033,-13425,4,5,0,0,0,0,4,283735,6385892,524451,3224085,758,True,0,7,975178,995332,-1,Normal,Normal
Port#:2,5991,210712004,32364612,5599,2229,0,0,0,0,0,-14926,913,4,4,0,0,0,0,2,481,-8276,-377,-6387,676,True,0,7,14919,16597,-1,Diversion,Attack
Port#:1,3770,3237184,55720900,4379,2956,0,0,0,0,1,-6022,8777,4,5,0,0,0,0,2,-278,6953,-101,-3618,1189,True,0,6,10418,12544,-1,Diversion,Attack
Port#:3,174302,14866039,22784340,298190,1015,0,0,0,0,3,-8573,3201371,1,5,0,0,0,0,4,600353,6446939,613631,6272783,365188,True,0,7,969036,981262,-1,Normal,Normal
Port#:4,292653,18272766,21103430,291362,2226,0,0,0,0,4,-3659,4094,4,5,0,0,0,0,4,580568,6572799,-1403,8579,545900,True,0,5,965972,1001115,-1,Normal,Normal
Port#:1,3210,6244843,84213904,3451,295,0,0,0,0,0,-5155,-2203,4,4,0,0,0,0,2,805,4533,256,-7135,893,True,0,5,18797,24732,-1,Diversion,Attack
Port#:2,182021,73171482,21325845,206057,1007,0,0,0,0,5,-13061,2008,4,5,0,0,0,0,3,-327,14668,-370,1121,-1051,True,0,7,987694,989809,-1,Normal,Normal
Port#:3,351521,123401662,146801947,157792,1673,0,0,0,0,82,5025,2514795,2,5,0,0,0,0,3,-289,3306402,-917,6390777,1192,True,0,6,656842,670992,-1,Normal,Normal
Port#:1,1927,84352203,102644567,5953,2133,0,0,0,0,-1,-8112,1758,2,5,0,0,0,0,2,-1051,18040,316,14190,7,True,0,8,14571,528511,-1,Normal,Normal
Port#:3,324229,16453164,43009631,295472,921,0,0,0,0,3,-3714,2058,2,5,0,0,0,0,4,595327,6420018,-727,6375887,88,True,0,7,965603,1002277,-1,Normal,Normal
Port#:2,4631,25785118,63116081,3789,2643,0,0,0,0,1,423,5807345,2,4,0,0,0,0,2,-511,607,-176,-11620,334,True,0,4,8001,23691,-1,Diversion,Attack
Port#:3,6061,49354336,92312934,3180,3197,0,0,0,0,3,-4112,555,1,5,0,0,0,0,4,-752,10088,-967,-9130,565,True,0,6,21237,31449,-1,Diversion,Attack
Port#:2,4719,136923996,117396663,418423,2855,0,0,0,0,-1,-21061,-5750,4,5,0,0,0,0,1,-975,-170,-1041,-11543,1131,True,0,3,646917,659446,-1,Normal,Normal
Port#:1,6415,186053523,104190444,314999,2270,0,0,0,0,127,-6521,-8025,4,5,0,0,0,0,3,-525,8081,-1145,-3743,335,True,0,7,658151,1009450,-1,Normal,Normal
Port#:4,2191,65398119,25081820,6292,2892,0,0,0,0,44,-3931,7829,3,5,0,0,0,0,5,-1268,5855,-943,-7732,1134,True,0,6,4833,16208,-1,Diversion,Attack
Port#:2,6312,5005633,85867645,4576,1932,0,0,0,0,0,-8837,8700,3,5,0,0,0,0,2,-544,9349,-684,7256,-110,True,0,6,19569,28949,-1,Diversion,Attack
Port#:4,5063,1588676,55056842,3421,1111,0,0,0,0,2,1506,-1811,53,5,0,0,0,0,5,572581,23843,-682,-5053,987,True,0,8,15833,32401,-1,Diversion,Attack
Port#:2,186409,86293174,31510305,253021,2057,0,0,0,0,0,-5603,-5284,4,5,0,0,0,0,2,-368,7050,-1105,5712,621,True,0,7,518298,541869,-1,Normal,Normal
Port#:2,2,16358628,18286051,1411,2570,0,0,0,0,0,3048,-3151,1,5,0,0,0,0,5,1060,12610,-618,179,-44,True,0,5,6410,6118,-1,Diversion,Attack
Port#:1,5621,109669336,82187597,246261,2628,0,0,0,0,0,-2866,-1377,2,4,0,0,0,0,1,-580,-8701,-228,-15859,-40,True,0,5,665651,683801,-1,Normal,Normal
Port#:1,3048,6258108,42701426,7059,1022,0,0,0,0,3,-9181,-7129,4,5,0,0,0,0,2,-1357,17806,-1030,9723,974,True,0,7,3638,8062,-1,Diversion,Attack
Port#:3,5515,129694344,64157833,150196,2546,0,0,0,0,0,-8320,5659743,2,5,0,0,0,0,2,-1824,5847,-659,-3471,102,True,0,5,510438,681173,-1,Normal,Normal
Port#:4,3067,56067126,18497313,4656,313,0,0,0,0,4,-10194,-13334,1,5,0,0,0,0,4,-960,14778,-1052,-15191,517,True,0,7,17792,17252,-1,Diversion,Attack
Port#:2,1008,71726186,27184559,6245,3098,0,0,0,0,3,-3570,-2641,1,5,0,0,0,0,3,-618,6543,-1008,-6984,904,True,0,7,16079,19054,-1,Diversion,Attack
Port#:1,181616,114783952,92119008,158747,2666,0,0,0,0,0,-10587,3019,2,5,0,0,0,0,2,-252,-13452,298005,4781,-2,True,0,7,647807,660973,-1,Normal,Normal
Port#:2,-1572,114087027,60662557,5428,1005,0,0,0,0,2,7711,-3771,1,5,0,0,0,0,5,590,19197,-466,-16232,730,True,0,5,5390,22140,-1,Diversion,Attack
Port#:2,4023,66622808,29265284,4174,2805,0,0,0,0,2,-8997,6373008,4,5,0,0,0,0,3,333,7052,-723,3986,146,True,0,7,17327,1002229,-1,Diversion,Normal
Port#:1,181236,122431212,5171084,149617,1038,0,0,0,0,71,-4629,4580,5,5,0,0,0,0,2,-20,6336,-1115,8104,-190,True,0,6,633114,653563,-1,Normal,Normal
Port#:2,6381,83340177,108817112,6290,1746,0,0,0,0,5,-7626,-1943,73,5,0,0,0,0,2,515,1018,83,14295,1528,True,0,6,18612,24955,-1,Diversion,Attack
Port#:4,354484,15541854,11866386,286044,838,0,0,0,0,5,-11357,16504,137,5,0,0,0,0,4,615459,6197516,-804,6121680,606461,True,0,7,976494,1019861,-1,Normal,Normal
Port#:1,2350,52523247,25510074,4671,1627,0,0,0,0,0,2327,-826,4,5,0,0,0,0,3,-1153,8566,-1355,-765,348,True,0,4,14240,26028,-1,Diversion,Attack
Port#:4,313602,20921521,71684464,311793,2714,0,0,0,0,41,-9255,1967,3,4,0,0,0,0,2,-341,5021282,-808,4435749,625942,True,0,5,955932,652073,-1,Normal,Normal
Port#:4,2649,16925836,77236721,2488,2107,0,0,0,0,3,8400,-9135,2,5,0,0,0,0,5,-411,11713,-508,-2605,575,True,0,14,8045,22983,-1,Diversion,Attack
Port#:4,3042,18844212,3613887,6251,1732,0,0,0,0,4,-3472,-1275,1,5,0,0,0,0,5,-222,14608,160,-2112,-203,True,0,5,9085,15069,-1,Diversion,Attack
Port#:3,4550,65497359,25012627,4007,1722,0,0,0,0,4,-8061,945,4,5,0,0,0,0,4,-1096,19087,-1045,-8636,1232,True,0,7,25966,36614,-1,Diversion,Attack
Port#:2,1251,45020455,29017356,4332,2617,0,0,0,0,1,966,10728,3,5,0,0,0,0,2,-961,18252,-371,9788,1122,True,0,199,16067,24135,-1,Diversion,Attack
Port#:4,5654,19259067,77598620,5324,1749,0,0,0,0,3,-6690,-518,4,4,0,0,0,0,3,-346,6451,-1031,-11160,225,True,0,7,16048,22953,-1,Diversion,Attack
Port#:1,171125,150251096,31214926,297632,1531,0,0,0,0,85,-8355,5561040,50,4,0,0,0,0,2,415,4529,393,12096,1130,True,0,6,951924,943771,-1,Normal,Normal
Port#:1,3576,46776493,36728415,255899,1503,0,0,0,0,1,-4738,3098,4,5,0,0,0,0,2,1393,21615,716,7143,996,True,0,5,661549,656218,-1,Diversion,Normal
Port#:1,175312,119020517,19230116,307127,878,0,0,0,0,4,-2428,15045,4,5,0,0,0,0,2,-108,30381,-1440,-7502,285,True,0,6,965711,1007380,-1,Normal,Normal
Port#:2,7619,96435451,161339264,250282,3111,0,0,0,0,0,3624867,7553,4,5,0,0,0,0,3,-628,-6915,-856,15852,499,True,0,7,650095,675536,-1,Normal,Normal
Port#:2,308941,14928251,27613331,3592,951,0,0,0,0,3,-11187,-3591,1,5,0,0,0,0,4,-429,-4748,-764,-1726,308,True,0,6,10751,12660,-1,Diversion,Attack
Port#:1,3532,80158032,84075035,2563,1816,0,0,0,0,1,-4766,5286,135,5,0,0,0,0,2,-878,16694,-656,2289,433,True,0,5,18390,19246,-1,Diversion,Attack
Port#:3,329164,92507800,27871430,309915,975,0,0,0,0,3,-9069,2911730,1,5,0,0,0,0,4,211418,-5323,-687,351,554,True,0,5,970098,1006897,-1,Normal,Normal
Port#:4,341568,23111292,82998667,290746,960,0,0,0,0,3,-1156,-4973,4,5,0,0,0,0,4,-146,12800,-772,-21241,269,True,0,6,988460,1028607,-1,Normal,Normal
Port#:1,5995,77109198,79943740,3269,2955,0,0,0,0,0,-10333,10135,4,5,0,0,0,0,3,-395,17154,-687,-25,280,True,0,6,18633,18740,-1,Diversion,Attack
Port#:3,177236,138615601,101743956,3721,2772,0,0,0,0,3,3697,-5036,2,5,0,0,0,0,3,-527,5856,-1155,-17245,-253,True,0,7,515712,25445,-1,Normal,Normal
Port#:3,122805,113923565,37617498,311066,1633,0,0,0,0,3,-2726,-2073,2,5,0,0,0,0,3,-605,-7405,511292,6346238,1136,True,0,8,992840,663871,-1,Normal,Normal
Port#:1,5233,94747678,77568630,416425,2672,0,0,0,0,0,-5078,-1819,87,5,0,0,0,0,1,-976,-2334,-1315,-7775,-491,True,0,5,639201,657926,-1,Normal,Normal
Port#:4,348582,30264614,90338094,158462,1558,0,0,0,0,4,5545849,-3977,2,5,0,0,0,0,4,-470,6269,-404,-5674,-460,True,0,7,982958,1008121,-1,Normal,Normal
Port#:1,1445,100432046,55173741,3093,2495,0,0,0,0,0,-14541,4013,2,4,0,0,0,0,2,-854,13870,-494,-10874,-127,True,0,6,17543,20906,-1,Diversion,Attack
Port#:1,3302,56075450,64741027,7108,271,0,0,0,0,3,5403,4618,3,5,0,0,0,0,5,-291,28619,-1720,-8267,1237,True,0,5,18427,22651,-1,Diversion,Attack
Port#:2,1920,-1342280,18475849,3635,1475,0,0,0,0,-1,-1573,1720,4,5,0,0,0,0,2,-929,-1351,-486,9478,695,True,0,7,9116,22580,-1,Diversion,Attack
Port#:2,3786,20980051,63663087,1928,1536,0,0,0,0,1,5679,-1352,71,5,0,0,0,0,3,-316,7860,-1139,-5504,188,True,0,6,9442,9443,-1,Normal,Attack
Port#:1,2528,53694420,49526598,3647,2749,0,0,0,0,1,-3873,-20,4,5,0,0,0,0,2,-656,4467,-1889,15025,646,True,0,4,8595,20799,-1,Diversion,Attack
Port#:2,5096,73066635,88734948,4222,2089,0,0,0,0,0,-9721,-1279,3,5,0,0,0,0,4,-887,15219,-413,-12542,1282,True,0,6,3531,25025,-1,Diversion,Attack
Port#:1,4416,48512669,79596750,5891,2998,0,0,0,0,0,-11510,-4555,1,5,0,0,0,0,2,165,12638,176,3598,1708,True,0,5,18463,31441,-1,Diversion,Attack
Port#:2,334151,49072943,85425963,311818,1999,0,0,0,0,-1,-2971,14373,61,5,0,0,0,0,4,-1006,15596,-878,11865,1021,True,0,6,656285,971717,-1,Normal,Normal
Port#:1,2734,46210178,19742450,3836,2542,0,0,0,0,1,-466,-4886,2,5,0,0,0,0,2,245,15649,-423,19689,607,True,0,4,23210,10117,-1,Diversion,Attack
Port#:2,6086,82191877,78572323,247820,963,0,0,0,0,0,-6408,5549,2,5,0,0,0,0,2,-434,-7469,-666,-10784,-487,True,0,5,9459,668446,-1,Normal,Attack
Port#:3,184357,24990347,32411757,473,1624,0,0,0,0,3,-4469,-11,2,5,0,0,0,0,4,-615,16314,-285,3447,1232,True,0,6,11102,16616,-1,Diversion,Attack
Port#:2,185361,171804133,118939519,309155,3038,0,0,0,0,131,3661,6455,64,4,0,0,0,0,3,-205,17713,-13,-5200,676,True,0,5,1008526,25784,-1,Normal,Normal
Port#:1,4836,129885916,83125058,255812,2059,0,0,0,0,-1,-2068,-7128,2,5,0,0,0,0,2,-1051,-7899,-992,13990,598,True,0,5,646133,24610,-1,Normal,Normal
Port#:2,5190,78347771,40628408,5747,2728,0,0,0,0,3,5840054,5430126,4,5,0,0,0,0,3,-578,4780,-424,4686,39,True,0,7,16829,22537,-1,Diversion,Attack
Port#:3,170288,22065555,76597022,297161,957,0,0,0,0,3,-4277,-4791,1,5,0,0,0,0,4,1179,6347019,347529,6410964,648244,True,0,6,971434,967716,-1,Normal,Normal
Port#:2,4448,107609684,51701498,6633,2744,0,0,0,0,129,-3739,5161,4,5,0,0,0,0,5,-247,24010,-557,10174,-724,True,0,8,16550,25953,-1,Diversion,Attack
Port#:2,-833,34333275,17821184,646,1466,0,0,0,0,0,5398,16,2,5,0,0,0,0,3,142,-3748,-736,479,526,True,0,5,2738,8983,-1,Diversion,Attack
Port#:1,4951,72987595,183564670,230840,1714,0,0,0,0,0,-3545,-13410,4,5,0,0,0,0,3,-935,-1615,-1146,-537,814,True,0,7,662987,670198,-1,Normal,Normal
Port#:2,349935,115383450,73647536,407371,2347,0,0,0,0,0,-5934,-4033,4,4,0,0,0,0,3,-1327,346,-515,-1189,207,True,0,8,645329,657511,-1,Normal,Normal
Port#:3,4803,18218935,-62412,3476,292,0,0,0,0,3,-6790,3885,4,5,0,0,0,0,5,-303,22906,-120,-2623,1498,True,0,6,3608,17892,-1,Diversion,Attack
